itemA,itemB,freqAB,supportAB,freqA,supportA,freqB,supportB,confidenceAtoB,confidenceBtoA,lift
Uncured Genoa Salami,Honeycrisp Apple,884,0.029713676,41319,1.388845472,79545,2.67372669,0.021394516,0.011113206,0.008001759
Sparkling Water Grapefruit,Fresh Cauliflower,1448,0.048671271,75378,2.533662335,71428,2.400891948,0.019209849,0.020272162,0.00800113
Russet Potato,Organic Zucchini,821,0.027596073,29196,0.981358029,104569,3.514852301,0.02812029,0.007851275,0.008000419
Green Tea With Ginseng and Honey,Organic Strawberries,782,0.026285175,11045,0.371252892,263285,8.84973451,0.070801268,0.002970165,0.008000383
Whipped Cream Cheese,Organic Zucchini,875,0.029411162,31120,1.046028972,104569,3.514852301,0.028116967,0.008367681,0.007999473
Organic Zucchini,Organic Heavy Whipping Cream,689,0.023159189,104569,3.514852301,24506,0.823714203,0.006588951,0.028115564,0.007999074
Organic Yellow Onion,Pure Irish Butter,1014,0.034083335,113095,3.80143466,33347,1.12088458,0.008965914,0.030407533,0.007998962
Organic Half & Half,Organic Grape Tomatoes,1701,0.057175298,75224,2.528485971,84107,2.827068084,0.022612464,0.020224238,0.007998557
Feta Cheese Crumbles,Organic Yellow Onion,982,0.033007727,32297,1.085591186,113095,3.80143466,0.030405301,0.008682966,0.007998375
Half & Half,Organic Italian Parsley Bunch,1118,0.037579061,68780,2.31188537,60462,2.032294464,0.016254725,0.018490953,0.007998214
Original Hummus,Organic Ginger Root,993,0.033377467,71153,2.39164844,51911,1.744871786,0.013955842,0.019128894,0.007998205
Organic Fuji Apple,Fresh Cauliflower,1715,0.057645877,89311,3.001988867,71428,2.400891948,0.019202562,0.024010192,0.007998095
Walnut Halves & Pieces,Organic Baby Spinach,674,0.022654998,10426,0.350446596,240508,8.084136762,0.064646077,0.002802402,0.007996658
Whipped Cream Cheese,Organic Yellow Onion,946,0.031797667,31120,1.046028972,113095,3.80143466,0.030398458,0.008364649,0.007996575
Fresh Cauliflower,Original Hummus,1366,0.045915025,71428,2.400891948,71153,2.39164844,0.019124153,0.019198066,0.007996222
Grated Parmesan,Red Vine Tomato,658,0.022117194,45106,1.51613698,54280,1.824500405,0.01458786,0.012122329,0.007995537
Half & Half,Organic Small Bunch Celery,1256,0.042217622,68780,2.31188537,67956,2.284188459,0.018261122,0.018482548,0.007994578
Sweet Onion,Limes,732,0.024604538,19435,0.653263916,140161,4.711197518,0.037664008,0.005222565,0.007994572
Banana,Milk and Cookies Ice Cream,627,0.021075198,469627,15.78545784,4969,0.167021785,0.001335102,0.12618233,0.007993581
Gluten Free Whole Grain Bread,Organic Baby Spinach,883,0.029680064,13665,0.459318313,240508,8.084136762,0.064617636,0.003671396,0.00799314
Organic Red Onion,Organic Hass Avocado,3822,0.128467954,66891,2.248390873,212674,7.148559307,0.057137732,0.017971167,0.007992902
Red Vine Tomato,Organic Kiwi,730,0.024537312,54280,1.824500405,50063,1.682755412,0.013448784,0.014581627,0.007992121
Organic Broccoli Florets,Apple Honeycrisp Organic,745,0.025041503,32724,1.099943833,84756,2.848882762,0.022766166,0.008789938,0.007991261
Organic Large Extra Fancy Fuji Apple,Organic Reduced Fat 2% Milk,957,0.032167408,74933,2.518704658,47548,1.598219331,0.012771409,0.02012703,0.007991024
Organic Grape Tomatoes,Organic Whole String Cheese,1346,0.04524277,84107,2.827068084,59587,2.002883302,0.016003424,0.02258882,0.007990193
Organic Large Brown Grade AA Cage Free Eggs,Yellow Onions,626,0.021041585,31919,1.072885564,73026,2.454605132,0.019612143,0.008572289,0.007989938
Organic Old Fashioned Rolled Oats,Limes,756,0.025411244,20084,0.675078595,140161,4.711197518,0.037641904,0.005393797,0.00798988
Total 0% Nonfat Greek Yogurt,Organic Lemon,628,0.021108811,26745,0.898973164,87441,2.939133013,0.023481024,0.007181986,0.007989099
Organic Baby Spinach,Whole Wheat Bread,677,0.022755836,240508,8.084136762,10483,0.352362523,0.002814875,0.06458075,0.007988577
Bunched Cilantro,Asparagus,817,0.027461622,45411,1.526388871,67002,2.252121889,0.017991236,0.012193666,0.007988571
Bing Cherries,Organic Strawberries,1028,0.034553913,14542,0.4887967,263285,8.84973451,0.070691789,0.003904514,0.007988012
Garlic,Organic Small Bunch Celery,666,0.022386096,36502,1.226932826,67956,2.284188459,0.018245576,0.009800459,0.007987772
Wild Berry Smoothie,Bag of Organic Bananas,810,0.027226333,8024,0.269708756,376021,12.63910219,0.100947159,0.002154135,0.007986893
Organic Baby Spinach,ALMONDBREEZE UNSWEETENED,613,0.02060462,240508,8.084136762,9494,0.319119507,0.002548772,0.064567095,0.007986888
Honeycrisp Apple,Organic Strawberries,5622,0.188970915,79545,2.67372669,263285,8.84973451,0.070676975,0.021353286,0.007986338
Bag of Organic Bananas,Uncured Pepperoni,806,0.027091881,376021,12.63910219,7985,0.268397858,0.002143497,0.100939261,0.007986268
100% Whole Wheat Bread,2% Reduced Fat Milk,596,0.020033203,60598,2.036865799,36639,1.231537774,0.009835308,0.01626682,0.007986201
Firm Tofu,Organic Strawberries,751,0.02524318,10630,0.357303598,263285,8.84973451,0.070649106,0.002852422,0.007983189
Nonfat Icelandic Style Strawberry Yogurt,Organic Hass Avocado,608,0.020436556,10654,0.358110304,212674,7.148559307,0.057067768,0.002858836,0.007983115
Seedless Red Grapes,Yellow Onions,1612,0.054183763,82267,2.765220612,73026,2.454605132,0.019594734,0.02207433,0.007982846
Organic Strawberries,Organic Coconut Milk,1919,0.064502879,263285,8.84973451,27165,0.913090522,0.00728868,0.070642371,0.007982428
Organic Whole Milk,Orange Bell Pepper,1436,0.048267918,136731,4.595905765,39143,1.315704115,0.010502373,0.036685997,0.007982322
Organic Hass Avocado,Organic Unsweetened Vanilla Almond Milk,903,0.030352319,212674,7.148559307,15825,0.531921866,0.004245935,0.057061611,0.007982253
Organic Whole Milk,Organic Fuji Apple,3276,0.110115389,136731,4.595905765,89311,3.001988867,0.023959453,0.036680812,0.007981193
Organic Baby Arugula,Organic Hass Avocado,4140,0.139156811,72564,2.439076039,212674,7.148559307,0.057053084,0.019466413,0.00798106
Bag of Organic Bananas,Everything Bagels,777,0.026117112,376021,12.63910219,7703,0.258919061,0.002066374,0.100869791,0.007980772
Mango Chunks,Organic Avocado,834,0.028033039,17652,0.593332372,176176,5.921760932,0.047246771,0.004733902,0.0079785
Banana,Chocolate Chip Cookie Dough Ice Cream,1018,0.034217786,469627,15.78545784,8083,0.271691908,0.002167678,0.125943338,0.007978441
Limes,Seedless Red Grapes,3092,0.103930642,140161,4.711197518,82267,2.765220612,0.022060345,0.037584937,0.007977788
100% Whole Wheat Bread,Orange Bell Pepper,636,0.021377713,60598,2.036865799,39143,1.315704115,0.010495396,0.016248116,0.007977018
Pure Sparkling Water,Organic Yellow Onion,868,0.029175872,28626,0.962198758,113095,3.80143466,0.030322085,0.007674964,0.007976485
Organic Reduced Fat 2% Milk,Asparagus,854,0.028705294,47548,1.598219331,67002,2.252121889,0.017960798,0.012745888,0.007975056
Limes,Organic Bosc Pear,804,0.027024656,140161,4.711197518,21399,0.719279369,0.00573626,0.037571849,0.00797501
Bag of Organic Bananas,Organic Heavy Whipping Cream,2470,0.083023508,376021,12.63910219,24506,0.823714203,0.006568782,0.100791643,0.007974589
Organic Quick Oats,Organic Baby Spinach,636,0.021377713,9866,0.331623452,240508,8.084136762,0.064463815,0.002644403,0.007974112
Banana,Organic Whole Milk,17210,0.578475534,469627,15.78545784,136731,4.595905765,0.036646104,0.125867579,0.007973641
Banana,Organic Tomato Cluster,8070,0.271254942,469627,15.78545784,64117,2.155149088,0.01718385,0.125863656,0.007973393
Organic Strawberries,Boneless Skinless Chicken Breasts,3522,0.118384127,263285,8.84973451,49914,1.677747112,0.013377139,0.070561366,0.007973275
Half & Half,Organic Red Onion,1233,0.041444528,68780,2.31188537,66891,2.248390873,0.017926723,0.018432973,0.007973135
Pure Sparkling Water,Seedless Red Grapes,631,0.021209649,28626,0.962198758,82267,2.765220612,0.022042898,0.007670147,0.007971479
Organic Raspberries,Blueberries,2036,0.068435572,136554,4.589956307,55646,1.87041543,0.014909853,0.036588434,0.007971412
Organic Baby Spinach,Total Greek Strained Yogurt,1696,0.057007234,240508,8.084136762,26319,0.88465413,0.00705174,0.064440138,0.007971184
Original Hummus,Organic Yellow Onion,2156,0.072469102,71153,2.39164844,113095,3.80143466,0.030300901,0.019063619,0.007970912
Organic Gala Apples,Organic Large Extra Fancy Fuji Apple,1459,0.049041011,72675,2.442807055,74933,2.518704658,0.020075679,0.019470727,0.007970637
Original Hummus,Half & Half,1311,0.044066323,71153,2.39164844,68780,2.31188537,0.018425084,0.019060773,0.007969722
Organic Zucchini,Organic Peeled Whole Baby Carrots,1548,0.052032547,104569,3.514852301,55273,1.857877872,0.014803622,0.028006441,0.007968028
Half & Half,Organic Large Extra Fancy Fuji Apple,1380,0.046385604,68780,2.31188537,74933,2.518704658,0.020063972,0.018416452,0.007965988
Shredded Mild Cheddar Cheese,Cucumber Kirby,694,0.023327253,26710,0.897796717,97039,3.261748247,0.025982778,0.007151764,0.007965905
Organic Whole Milk,Strawberries,5186,0.174315754,136731,4.595905765,141660,4.76158304,0.037928487,0.036608782,0.007965521
Organic Large Extra Fancy Fuji Apple,Small Hass Avocado,980,0.032940501,74933,2.518704658,48848,1.641915914,0.01307835,0.020062234,0.007965298
Shredded Mild Cheddar Cheese,Organic Garlic,783,0.026318788,26710,0.897796717,109493,3.680361512,0.029314863,0.007151142,0.007965213
Organic Whole String Cheese,Limes,2236,0.075158123,59587,2.002883302,140161,4.711197518,0.037524963,0.015953083,0.007965058
Organic American Cheese Singles,Organic Raspberries,657,0.022083581,17972,0.604088454,136554,4.589956307,0.036556866,0.004811283,0.007964535
Bag of Organic Bananas,Unsweetened Vanilla Almond Milk,2629,0.088367936,376021,12.63910219,26119,0.877931579,0.006991631,0.100654696,0.007963754
Organic Ginger Root,Organic Hass Avocado,2955,0.099325694,51911,1.744871786,212674,7.148559307,0.056924351,0.013894505,0.007963052
Organic Blackberries,Organic Cucumber,1321,0.044402451,61505,2.067352569,80247,2.697322845,0.021477929,0.016461675,0.007962684
Organic Baby Spinach,Organic Romaine Hearts,802,0.02695743,240508,8.084136762,12460,0.418814942,0.003334608,0.064365971,0.007962009
Green Onions,Organic Zucchini,740,0.02487344,26445,0.888889337,104569,3.514852301,0.027982605,0.007076667,0.007961246
Organic Yellow Onion,Organic Large Grade AA Brown Eggs,769,0.025848209,113095,3.80143466,25412,0.85416736,0.006799593,0.030261294,0.007960493
Orange Juice,Limes,627,0.021075198,16719,0.56197167,140161,4.711197518,0.037502243,0.004473427,0.007960236
Unsalted Butter,Organic Small Bunch Celery,645,0.021680228,35476,1.192446138,67956,2.284188459,0.018181306,0.009491436,0.007959635
Seedless Red Grapes,Fresh Cauliflower,1572,0.052839253,82267,2.765220612,71428,2.400891948,0.019108513,0.022008176,0.007958922
Original Hummus,Organic Carrot Bunch,680,0.022856674,71153,2.39164844,35725,1.200815714,0.00955687,0.01903429,0.007958649
Organic Unsweetened Almond Milk,Grape White/Green Seedless,598,0.020100428,57502,1.932800706,38876,1.306729509,0.010399638,0.015382241,0.007958524
Organic Raspberries,Organic Spring Mix,1148,0.038587444,136554,4.589956307,31431,1.056482539,0.008406931,0.03652445,0.007957472
Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,Organic Baby Arugula,662,0.022251645,34110,1.146531113,72564,2.439076039,0.019407798,0.009122981,0.007957029
Banana,Organic Roma Tomato,3672,0.123426041,469627,15.78545784,29236,0.98270254,0.007818971,0.125598577,0.0079566
Honeycrisp Apple,Organic Carrot Bunch,760,0.025545695,79545,2.67372669,35725,1.200815714,0.00955434,0.021273618,0.007956542
Limes,Red Raspberries,980,0.032940501,140161,4.711197518,26145,0.87880551,0.006991959,0.037483266,0.007956208
Whipped Cream Cheese,Honeycrisp Apple,662,0.022251645,31120,1.046028972,79545,2.67372669,0.021272494,0.008322333,0.007956121
Orange Bell Pepper,Organic Avocado,1844,0.061981922,39143,1.315704115,176176,5.921760932,0.047109317,0.010466806,0.007955289
Shredded Mozzarella,Organic Yellow Onion,664,0.02231887,21957,0.738035287,113095,3.80143466,0.030240925,0.00587117,0.007955135
Orange Calcium & Vitamin D Pulp Free,Organic Strawberries,729,0.024503699,10355,0.34806009,263285,8.84973451,0.070400773,0.002768863,0.007955128
Michigan Organic Kale,Organic Grade A Free Range Large Brown Eggs,718,0.024133959,67298,2.262071265,39900,1.341148971,0.010668965,0.017994987,0.007955093
Organic Romaine Lettuce,Organic Baby Carrots,712,0.023932282,34776,1.168917209,76572,2.573795966,0.02047389,0.009298438,0.007954745
Bag of Organic Bananas,Honey Nut Cheerios,2681,0.090115799,376021,12.63910219,26671,0.89648582,0.007129921,0.100521165,0.007953189
Organic Avocado,Honey Nut Cheerios,1256,0.042217622,176176,5.921760932,26671,0.89648582,0.007129234,0.047092347,0.007952423
Banana,Organic Sliced Crimini Mushrooms,979,0.032906888,469627,15.78545784,7799,0.262145885,0.002084633,0.125528914,0.007952187
Organic Baby Carrots,Organic Garlic,2241,0.075326187,76572,2.573795966,109493,3.680361512,0.029266573,0.020467062,0.007952092
Boneless Skinless Chicken Breasts,Organic Red Bell Pepper,766,0.025747371,49914,1.677747112,57415,1.929876396,0.015346396,0.013341461,0.00795201
Heavy Whipping Cream,Large Lemon,833,0.027999426,20490,0.688725374,152102,5.11256744,0.040653978,0.005476588,0.007951773
Organic Baby Carrots,Organic Strawberries,5388,0.18110553,76572,2.573795966,263285,8.84973451,0.070365147,0.020464516,0.007951103
Organic Strawberries,Orange Bell Pepper,2754,0.092569531,263285,8.84973451,39143,1.315704115,0.010460148,0.070357407,0.007950228
Organic Baby Spinach,Organic Heavy Whipping Cream,1575,0.052940091,240508,8.084136762,24506,0.823714203,0.006548639,0.064269975,0.007950135
Banana,Organic Red Potatoes,1071,0.035999262,469627,15.78545784,8535,0.286884874,0.002280533,0.125483304,0.007949298
"Clementines, Bag",Original Hummus,753,0.025310405,39613,1.33150211,71153,2.39164844,0.019008911,0.010582829,0.007948037
Banana,Organic Crushed Fire Roasted Tomatoes,876,0.029444774,469627,15.78545784,6983,0.234717876,0.00186531,0.125447515,0.007947031
Cinnamon Rolls with Icing,Organic Strawberries,849,0.02853723,12072,0.405773193,263285,8.84973451,0.070328032,0.003224642,0.007946909
Organic Banana,Large Lemon,753,0.025310405,18538,0.623113274,152102,5.11256744,0.040619269,0.004950625,0.007944984
Banana,Thyme,642,0.021579389,469627,15.78545784,5119,0.172063699,0.001367042,0.12541512,0.007944978
Banana,Organic Coconut Milk,3406,0.114485048,469627,15.78545784,27165,0.913090522,0.007252564,0.125381925,0.007942875
Uncured Genoa Salami,Organic Granny Smith Apple,646,0.02171384,41319,1.388845472,58565,1.968531065,0.015634454,0.011030479,0.007942193
Bag of Organic Bananas,Cheese Pizza,699,0.023495317,376021,12.63910219,6965,0.234112847,0.001858939,0.100358938,0.007940353
Organic Small Bunch Celery,Large Alfresco Eggs,728,0.024470086,67956,2.284188459,40140,1.349216033,0.010712814,0.018136522,0.007940029
Organic Cilantro,Apple Honeycrisp Organic,1569,0.052738414,69367,2.331616058,84756,2.848882762,0.022618825,0.018511964,0.007939542
Organic Unsweetened Almond Milk,Uncured Genoa Salami,634,0.021310487,57502,1.932800706,41319,1.388845472,0.011025703,0.015344031,0.007938755
Organic Kiwi,Red Vine Tomato,725,0.024369248,50063,1.682755412,54280,1.824500405,0.014481753,0.013356669,0.00793738
Organic Garlic,Pure Irish Butter,974,0.032738825,109493,3.680361512,33347,1.12088458,0.008895546,0.029208025,0.007936184
Apple Honeycrisp Organic,Organic Reduced Fat 2% Milk,1075,0.036133713,84756,2.848882762,47548,1.598219331,0.012683468,0.022608732,0.007936
Organic Avocado,Raspberries,2668,0.089678833,176176,5.921760932,56774,1.908330619,0.015143947,0.046993342,0.007935704
Organic Avocado,Total 2% with Strawberry Lowfat Greek Strained Yogurt,1402,0.047125084,176176,5.921760932,29836,1.002870193,0.007957951,0.046990213,0.007935176
Original Hummus,Organic Hass Avocado,4036,0.135661084,71153,2.39164844,212674,7.148559307,0.056722837,0.018977402,0.007934863
Bag of Organic Bananas,Honey Greek Yogurt,846,0.028436392,376021,12.63910219,8436,0.283557211,0.002249874,0.100284495,0.007934464
100% Recycled Paper Towels,Organic Grape Tomatoes,621,0.020873522,27686,0.930602767,84107,2.827068084,0.022430109,0.007383452,0.007934053
Organic Peeled Whole Baby Carrots,Michigan Organic Kale,992,0.033343854,55273,1.857877872,67298,2.262071265,0.01794728,0.014740408,0.007934003
Tilapia Filet,Organic Avocado,685,0.023024738,14580,0.490073985,176176,5.921760932,0.046982167,0.003888157,0.007933817
Apple Honeycrisp Organic,Michigan Organic Kale,1521,0.051125002,84756,2.848882762,67298,2.262071265,0.017945632,0.022600969,0.007933274
Limes,Organic Unsalted Butter,799,0.026856592,140161,4.711197518,21378,0.718573502,0.005700587,0.037374871,0.0079332
Trilogy Kombucha Drink,Organic Strawberries,1167,0.039226086,16623,0.558744846,263285,8.84973451,0.070203934,0.004432459,0.007932886
Red Vine Tomato,Organic Baby Spinach,3481,0.117006004,54280,1.824500405,240508,8.084136762,0.064130435,0.014473531,0.007932874
Cucumber Kirby,Romaine Hearts,663,0.022285257,97039,3.261748247,25628,0.861427715,0.006832305,0.025870142,0.007931373
Organic Italian Parsley Bunch,Large Alfresco Eggs,647,0.021747453,60462,2.032294464,40140,1.349216033,0.010700936,0.016118585,0.007931225
2% Reduced Fat Organic Milk,Limes,606,0.02036933,16219,0.545165292,140161,4.711197518,0.037363586,0.004323599,0.007930804
Organic Half & Half,Organic Blackberries,1233,0.041444528,75224,2.528485971,61505,2.067352569,0.016391045,0.020047151,0.00792852
Cantaloupe,Cucumber Kirby,617,0.020739071,23859,0.80196675,97039,3.261748247,0.025860262,0.006358268,0.007928344
Organic Lemonade,Organic Strawberries,613,0.02060462,8738,0.293708263,263285,8.84973451,0.070153353,0.002328275,0.00792717
Half & Half,Fresh Cauliflower,1309,0.043999098,68780,2.31188537,71428,2.400891948,0.019031695,0.018326147,0.007926927
Sparkling Water Grapefruit,Organic D'Anjou Pears,981,0.032974114,75378,2.533662335,48847,1.641882301,0.013014407,0.020083117,0.007926517
Bag of Organic Bananas,"Tomatoes, Whole Peeled",621,0.020873522,376021,12.63910219,6199,0.208365476,0.001651504,0.100177448,0.007925994
Shredded Mild Cheddar Cheese,Organic Zucchini,744,0.025007891,26710,0.897796717,104569,3.514852301,0.027854736,0.007114919,0.007924867
Banana,Butter,932,0.031327089,469627,15.78545784,7451,0.250448646,0.001984554,0.125083881,0.007923995
Sparkling Natural Mineral Water,Spring Water,600,0.020167654,42007,1.411971049,53636,1.80285379,0.014283334,0.011186517,0.007922625
Half & Half,Organic Lacinato (Dinosaur) Kale,787,0.026453239,68780,2.31188537,42969,1.44430652,0.01144228,0.01831553,0.007922335
Cherubs Heavenly Salad Tomatoes,Large Lemon,869,0.029209485,21455,0.721161684,152102,5.11256744,0.040503379,0.005713271,0.007922317
Organic Fuji Apple,Shredded Parmesan,863,0.029007809,89311,3.001988867,36289,1.219773309,0.009662863,0.023781311,0.007921852
Organic Whole Milk,Michigan Organic Kale,2450,0.082351253,136731,4.595905765,67298,2.262071265,0.017918395,0.036405242,0.007921233
Pure Coconut Water,Limes,674,0.022654998,18062,0.607113602,140161,4.711197518,0.037315912,0.004808756,0.007920685
100% Raw Coconut Water,Bag of Organic Bananas,3746,0.125913385,37426,1.257991013,376021,12.63910219,0.100090846,0.00996221,0.007919142
Organic Broccoli,Honeycrisp Apple,816,0.027428009,38540,1.295435623,79545,2.67372669,0.021172807,0.010258344,0.007918838
Extra Virgin Olive Oil,Organic Yellow Onion,1501,0.050452747,49865,1.676100087,113095,3.80143466,0.030101273,0.013272028,0.007918398
Organic Baby Spinach,Raspberry Preserves,638,0.021444938,240508,8.084136762,9967,0.335018341,0.002652718,0.064011237,0.007918129
Aged White Cheddar Baked Rice & Corn Puffs Gluten Free Lunch Packs,Organic Hass Avocado,620,0.020839909,10954,0.368194131,212674,7.148559307,0.056600329,0.00291526,0.007917725
Total 2% All Natural Low Fat 2% Milkfat Greek Strained Yogurt,Organic Hass Avocado,824,0.027696911,14559,0.489368117,212674,7.148559307,0.056597294,0.003874475,0.007917301
Banana,Hamburger Buns,597,0.020066815,469627,15.78545784,4777,0.160568136,0.001271222,0.124973833,0.007917023
Russet Potato,Honeycrisp Apple,618,0.020772683,29196,0.981358029,79545,2.67372669,0.021167283,0.007769187,0.007916771
Ground Turkey Breast,Apple Honeycrisp Organic,601,0.020201266,26649,0.895746339,84756,2.848882762,0.022552441,0.007090943,0.00791624
Organic Grape Tomatoes,Seedless Red Grapes,1841,0.061881084,84107,2.827068084,82267,2.765220612,0.021888785,0.022378353,0.007915746
Chicken & Maple Breakfast Sausage,Organic Avocado,869,0.029209485,18540,0.623180499,176176,5.921760932,0.046871629,0.004932567,0.00791515
Baby Spinach,Organic Yellow Onion,693,0.02329364,23035,0.774269839,113095,3.80143466,0.030084654,0.006127592,0.007914026
Organic Raspberries,Blackberries,820,0.02756246,136554,4.589956307,22576,0.758841583,0.00600495,0.036321758,0.007913312
Ezekiel 4:9 Bread Organic Sprouted Whole Grain,Organic Strawberries,1241,0.04171343,17722,0.595685265,263285,8.84973451,0.070025956,0.004713523,0.007912775
Organic Hass Avocado,Honeycrisp Apple,4499,0.15122379,212674,7.148559307,79545,2.67372669,0.021154443,0.05655918,0.007911969
Banana,Green Seedless Grapes,1535,0.051595581,469627,15.78545784,12292,0.413167999,0.003268551,0.124877969,0.00791095
Organic Garlic,Whipped Cream Cheese,906,0.030453157,109493,3.680361512,31120,1.046028972,0.008274502,0.029113111,0.007910394
Organic Avocado,Total 2% Lowfat Greek Strained Yogurt With Blueberry,971,0.032637986,176176,5.921760932,20731,0.696826048,0.005511534,0.046838069,0.007909483
Organic Avocado,Organic Red Delicious Apple,646,0.02171384,176176,5.921760932,13793,0.463620746,0.003666788,0.046835351,0.007909024
Organic Avocado,Gluten Free Whole Grain Bread,640,0.021512164,176176,5.921760932,13665,0.459318313,0.003632731,0.04683498,0.007908962
Total 2% Greek Strained Yogurt with Cherry 5.3 oz,Large Lemon,728,0.024470086,18006,0.605231288,152102,5.11256744,0.040430967,0.004786262,0.007908153
Organic Baby Kale Mix,Organic Strawberries,749,0.025175954,10703,0.359757329,263285,8.84973451,0.069980379,0.002844826,0.007907625
Organic Baby Spinach,Organic Mexican Blend Finely Shredded Cheese,1171,0.039360537,240508,8.084136762,18320,0.615785693,0.004868861,0.063919214,0.007906746
Watermelon Chunks,Organic Baby Spinach,1552,0.052166998,24281,0.816151333,240508,8.084136762,0.06391829,0.006453008,0.007906631
Original Hummus,Organic Blackberries,1163,0.039091635,71153,2.39164844,61505,2.067352569,0.016345059,0.018909032,0.007906276
Vanilla Almond Breeze Almond Milk,Yellow Onions,596,0.020033203,30711,1.032281355,73026,2.454605132,0.019406727,0.008161477,0.007906252
Sharp Cheddar Cheese,Cucumber Kirby,776,0.026083499,30093,1.011508672,97039,3.261748247,0.025786728,0.007996785,0.0079058
Organic Blueberries,Organic Garbanzo Beans,791,0.02658769,99269,3.336704693,29989,1.008012945,0.007968248,0.026376338,0.007904906
100% Whole Wheat Bread,Fresh Cauliflower,1150,0.03865467,60598,2.036865799,71428,2.400891948,0.018977524,0.016100129,0.007904364
Large Lemon,Strawberry Preserves,615,0.020671845,152102,5.11256744,15219,0.511552536,0.004043339,0.040410014,0.007904055
Organic Red Bell Pepper,Broccoli Crown,640,0.021512164,57415,1.929876396,41959,1.410357636,0.011146913,0.015252985,0.007903607
Total 2% Lowfat Greek Strained Yogurt With Blueberry,Organic Raspberries,752,0.025276793,20731,0.696826048,136554,4.589956307,0.036274179,0.005506979,0.007902946
Organic 21 Grain Thin Sliced Bread,Organic Strawberries,817,0.027461622,11683,0.39269783,263285,8.84973451,0.069930668,0.003103101,0.007902008
Organic Large Extra Fancy Fuji Apple,100% Whole Wheat Bread,1206,0.040536984,74933,2.518704658,60598,2.036865799,0.016094378,0.019901647,0.007901541
Organic Ginger Root,Organic Large Extra Fancy Fuji Apple,1033,0.034721977,51911,1.744871786,74933,2.518704658,0.019899443,0.013785649,0.007900666
Broccoli Crown,Organic Small Bunch Celery,757,0.025444856,41959,1.410357636,67956,2.284188459,0.018041421,0.011139561,0.007898394
Granny Smith Apples,Honeycrisp Apple,758,0.025478469,35895,1.206529883,79545,2.67372669,0.021117147,0.009529197,0.00789802
Banana,100% Recycled Paper Towels,3451,0.115997622,469627,15.78545784,27686,0.930602767,0.007348385,0.124647836,0.007896371
Organic Avocado,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",680,0.022856674,176176,5.921760932,14543,0.488830313,0.003859777,0.04675789,0.007895944
Organic Whipping Cream,Organic Strawberries,741,0.024907052,10607,0.356530505,263285,8.84973451,0.069859527,0.002814441,0.007893969
Small Hass Avocado,Strawberries,1836,0.06171302,48848,1.641915914,141660,4.76158304,0.037585981,0.01296061,0.007893589
Organic Garlic,Original Hummus,2067,0.069477567,109493,3.680361512,71153,2.39164844,0.018877919,0.029050075,0.007893267
Original Hummus,Organic Fuji Apple,1686,0.056671107,71153,2.39164844,89311,3.001988867,0.023695417,0.018877854,0.007893239
Apple Honeycrisp Organic,Unsweetened Almondmilk,1108,0.037242934,84756,2.848882762,49276,1.656302173,0.013072821,0.022485591,0.007892775
Grated Parmesan,Organic Kiwi,599,0.020134041,45106,1.51613698,50063,1.682755412,0.01327983,0.011964924,0.007891717
Bag of Organic Bananas,Total 2% with Strawberry Lowfat Greek Strained Yogurt,2975,0.09999795,376021,12.63910219,29836,1.002870193,0.007911792,0.099711758,0.007889149
"Organic Red Radish, Bunch",Apple Honeycrisp Organic,611,0.020537394,27190,0.91393084,84756,2.848882762,0.022471497,0.007208929,0.007887828
Shredded Parmesan,Organic Strawberries,2533,0.085141111,36289,1.219773309,263285,8.84973451,0.069800766,0.009620753,0.007887329
Chicken & Maple Breakfast Sausage,Organic Baby Spinach,1182,0.039730278,18540,0.623180499,240508,8.084136762,0.063754045,0.004914597,0.007886315
Small Hass Avocado,Organic Raspberries,1768,0.059427353,48848,1.641915914,136554,4.589956307,0.036193908,0.012947259,0.007885458
Sparkling Water Grapefruit,Boneless Skinless Chicken Breasts,997,0.033511918,75378,2.533662335,49914,1.677747112,0.013226671,0.019974356,0.00788359
Banana,Vanilla Ice Cream,1477,0.049646041,469627,15.78545784,11869,0.398949803,0.003145049,0.124441823,0.00788332
Organic Hass Avocado,Organic Heavy Whipping Cream,1381,0.046419216,212674,7.148559307,24506,0.823714203,0.006493506,0.056353546,0.007883203
Organic Spring Mix,Organic Baby Spinach,2003,0.067326351,31431,1.056482539,240508,8.084136762,0.063726894,0.008328205,0.007882956
Organic Large Extra Fancy Fuji Apple,Orange Bell Pepper,777,0.026117112,74933,2.518704658,39143,1.315704115,0.010369263,0.019850293,0.007881151
Organic Kiwi,Red Peppers,732,0.024604538,50063,1.682755412,55200,1.855424141,0.014621577,0.01326087,0.00788045
Organic Russet Potato,Limes,1204,0.040469758,32431,1.090095296,140161,4.711197518,0.037124973,0.008590121,0.007880156
Half & Half,Organic Tomato Cluster,1168,0.039259699,68780,2.31188537,64117,2.155149088,0.016981681,0.018216698,0.007879585
Goat Cheese Crumbles,Organic Avocado,626,0.021041585,13416,0.450948737,176176,5.921760932,0.046660704,0.003553265,0.007879532
Organic Peeled Whole Baby Carrots,Yellow Onions,1069,0.035932036,55273,1.857877872,73026,2.454605132,0.019340365,0.014638622,0.007879216
Banana,Organic Cherries,697,0.023428091,469627,15.78545784,5604,0.188365886,0.001484157,0.124375446,0.007879116
